evm.TU.Herato0101.128	Herato0101	4223585	4232891	+
evm.TU.Herato0101.129	Herato0101	4237773	4323442	+
evm.TU.Herato0101.130	Herato0101	4323746	4327168	-
evm.TU.Herato0101.131	Herato0101	4327176	4329824	-
evm.TU.Herato0101.132	Herato0101	4330544	4362925	+
evm.TU.Herato0101.133	Herato0101	4365725	4372174	-
evm.TU.Herato0101.134	Herato0101	4372344	4374729	-
evm.TU.Herato0101.135	Herato0101	4374784	4400681	+
evm.TU.Herato0101.136	Herato0101	4403920	4406362	+
evm.TU.Herato0101.137	Herato0101	4536660	4614768	+
evm.TU.Herato0101.138	Herato0101	4820198	4820971	+
evm.TU.Herato0101.139	Herato0101	4870157	4917030	+
evm.TU.Herato0101.140	Herato0101	4931804	4933651	+
evm.TU.Herato0101.141	Herato0101	5077980	5084803	+
evm.TU.Herato0101.142	Herato0101	5099486	5104095	-
evm.TU.Herato0101.143	Herato0101	5104486	5109840	-
evm.TU.Herato0101.144	Herato0101	5380629	5438801	+
evm.TU.Herato0101.145	Herato0101	5441084	5506235	-
evm.TU.Herato0101.146	Herato0101	5515741	5523222	+
evm.TU.Herato0101.147	Herato0101	5525640	5526454	-
evm.TU.Herato0101.148	Herato0101	5530415	5543951	-
evm.TU.Herato0101.149	Herato0101	5546099	5549230	+
evm.TU.Herato0101.150	Herato0101	5549189	5551000	+
evm.TU.Herato0101.151	Herato0101	5551648	5556633	-
evm.TU.Herato0101.152	Herato0101	5579973	5592209	+
evm.TU.Herato0101.153	Herato0101	5596223	5599159	+
evm.TU.Herato0101.154	Herato0101	5602141	5608893	-
evm.TU.Herato0101.155	Herato0101	5609911	5615191	+
evm.TU.Herato0101.156	Herato0101	5624367	5627789	-
evm.TU.Herato0101.157	Herato0101	5629113	5666709	+
evm.TU.Herato0101.158	Herato0101	5673783	5684034	-
evm.TU.Herato0101.159	Herato0101	5715925	5793532	-
evm.TU.Herato0101.160	Herato0101	5728129	5741973	-
evm.TU.Herato0101.161	Herato0101	5817140	5829545	-
evm.TU.Herato0101.162	Herato0101	5833788	5834708	-
evm.TU.Herato0101.163	Herato0101	5837309	5838193	-
evm.TU.Herato0101.164	Herato0101	5862866	5863237	-
evm.TU.Herato0101.165	Herato0101	5888752	5889148	+
evm.TU.Herato0101.166	Herato0101	5913044	5914146	+
evm.TU.Herato0101.167	Herato0101	5922627	5925168	+
evm.TU.Herato0101.168	Herato0101	5928950	5931562	+
evm.TU.Herato0101.169	Herato0101	5934867	5939003	+
evm.TU.Herato0101.170	Herato0101	5942961	5947040	+
evm.TU.Herato0101.171	Herato0101	5952683	6018287	+
evm.TU.Herato0101.172	Herato0101	6026352	6038843	+
evm.TU.Herato0101.173	Herato0101	6046386	6047597	-
evm.TU.Herato0101.174	Herato0101	6047639	6050424	-
evm.TU.Herato0101.175_evm.TU.Herato0101.176	Herato0101	6055045	6086832	+
evm.TU.Herato0101.177	Herato0101	6090378	6102595	-
evm.TU.Herato0101.178	Herato0101	6104526	6109626	-
evm.TU.Herato0101.179	Herato0101	6126632	6260383	+
evm.TU.Herato0101.180	Herato0101	6262819	6273791	+
evm.TU.Herato0101.181	Herato0101	6274615	6283014	+
evm.TU.Herato0101.182	Herato0101	6283197	6291892	-
evm.TU.Herato0101.183	Herato0101	6308805	6345284	+
evm.TU.Herato0101.184	Herato0101	6319790	6332775	+
evm.TU.Herato0101.185	Herato0101	6348372	6348740	-
evm.TU.Herato0101.186	Herato0101	6353374	6354405	+
evm.TU.Herato0101.187	Herato0101	6359166	6360182	+
evm.TU.Herato0101.188_evm.TU.Herato0101.189	Herato0101	6362128	6374647	+
evm.TU.Herato0101.190	Herato0101	6377052	6377750	+
evm.TU.Herato0101.192	Herato0101	6379478	6395745	+
evm.TU.Herato0101.191	Herato0101	6385575	6386621	-
evm.TU.Herato0101.193	Herato0101	6397673	6398812	+
evm.TU.Herato0101.194	Herato0101	6412930	6414978	+
evm.TU.Herato0101.195	Herato0101	6426977	6433832	-
evm.TU.Herato0101.196	Herato0101	6434502	6438597	-
evm.TU.Herato0101.197	Herato0101	6438817	6441811	+
evm.TU.Herato0101.198	Herato0101	6444762	6531256	+
evm.TU.Herato0101.199	Herato0101	6541211	6551072	+
evm.TU.Herato0101.200	Herato0101	6739710	6764588	+
evm.TU.Herato0101.201	Herato0101	6769374	6784685	+
evm.TU.Herato0101.202	Herato0101	6789034	6807560	-
evm.TU.Herato0101.203	Herato0101	6809216	6813454	+
evm.TU.Herato0101.204	Herato0101	6814231	6823846	+
evm.TU.Herato0101.205	Herato0101	6824775	6837712	-
evm.TU.Herato0101.206	Herato0101	6828072	6830185	+
evm.TU.Herato0101.207	Herato0101	6831108	6831965	+
evm.TU.Herato0101.208	Herato0101	6855044	6857608	+
evm.TU.Herato0101.209	Herato0101	6859576	6872911	+
evm.TU.Herato0101.210	Herato0101	6879194	6882691	-
evm.TU.Herato0101.211	Herato0101	6883219	6887454	+
evm.TU.Herato0101.212	Herato0101	6895749	6898637	-
evm.TU.Herato0101.213	Herato0101	6921590	6985743	-
evm.TU.Herato0101.214	Herato0101	6972275	6972956	+
evm.TU.Herato0101.215	Herato0101	7004164	7006668	+
evm.TU.Herato0101.216	Herato0101	7048703	7079492	+
novel_gene_10	Herato0101	7071905	7078106	-
evm.TU.Herato0101.217	Herato0101	7081326	7086056	-
evm.TU.Herato0101.218	Herato0101	7088007	7091419	-
evm.TU.Herato0101.219	Herato0101	7104489	7144194	+
evm.TU.Herato0101.220	Herato0101	7152477	7207012	+
evm.TU.Herato0101.221	Herato0101	7213276	7246176	-
evm.TU.Herato0101.222	Herato0101	7246386	7261653	+
evm.TU.Herato0101.223	Herato0101	7263665	7268220	-
evm.TU.Herato0101.224	Herato0101	7268940	7270581	+
evm.TU.Herato0101.225	Herato0101	7271198	7273247	-
evm.TU.Herato0101.226	Herato0101	7273305	7274058	-
evm.TU.Herato0101.227	Herato0101	7274604	7333314	+
evm.TU.Herato0101.228	Herato0101	7338991	7456419	+
evm.TU.Herato0101.229	Herato0101	7459913	7515849	-
evm.TU.Herato0101.230	Herato0101	7510694	7511479	+
evm.TU.Herato0101.231	Herato0101	7516601	7517365	+
evm.TU.Herato0101.232	Herato0101	7641925	7676999	-
evm.TU.Herato0101.233	Herato0101	7790158	7792702	+
evm.TU.Herato0101.234	Herato0101	7795349	7800121	-
evm.TU.Herato0101.235	Herato0101	7804204	7809760	-
evm.TU.Herato0101.236	Herato0101	7815272	7821548	-
evm.TU.Herato0101.237	Herato0101	7863939	7872799	-
evm.TU.Herato0101.238	Herato0101	7872966	7882076	+
evm.TU.Herato0101.239	Herato0101	7889811	8158610	-
evm.TU.Herato0101.240	Herato0101	7897201	7898731	-
evm.TU.Herato0101.241	Herato0101	8029141	8036004	-
evm.TU.Herato0101.242	Herato0101	8268552	8276979	+
evm.TU.Herato0101.243	Herato0101	8279834	8290509	+
evm.TU.Herato0101.244	Herato0101	8293217	8293750	+
evm.TU.Herato0101.245	Herato0101	8296321	8345437	+
evm.TU.Herato0101.246	Herato0101	8300150	8303597	+
evm.TU.Herato0101.247	Herato0101	8305878	8313676	+
evm.TU.Herato0101.248	Herato0101	8320318	8322716	+
evm.TU.Herato0101.249	Herato0101	8324283	8332035	+
evm.TU.Herato0101.250	Herato0101	8336839	8338256	+
evm.TU.Herato0101.251	Herato0101	8347246	8351763	+
evm.TU.Herato0101.252	Herato0101	8504415	8509191	-
evm.TU.Herato0101.253	Herato0101	8511892	8519729	+
evm.TU.Herato0101.254	Herato0101	8520504	8524408	-
evm.TU.Herato0101.255	Herato0101	8526454	8538448	-
evm.TU.Herato0101.256	Herato0101	8546882	8568222	-
evm.TU.Herato0101.257	Herato0101	8599802	8607148	-
evm.TU.Herato0101.258	Herato0101	8609041	8615833	+
evm.TU.Herato0101.259	Herato0101	8650478	8714532	+
evm.TU.Herato0101.260	Herato0101	8681722	8687195	+
evm.TU.Herato0101.261	Herato0101	8717699	8742722	-
evm.TU.Herato0101.262	Herato0101	8821844	8825598	-
evm.TU.Herato0101.263	Herato0101	8852341	8856511	-
evm.TU.Herato0101.264	Herato0101	8897498	8914487	+
evm.TU.Herato0101.265	Herato0101	8916694	8920267	-
evm.TU.Herato0101.266	Herato0101	8920616	8927576	+
evm.TU.Herato0101.267	Herato0101	8934909	8970556	-
evm.TU.Herato0101.268	Herato0101	8972676	8996973	+
evm.TU.Herato0101.269	Herato0101	9001725	9005001	-
evm.TU.Herato0101.270	Herato0101	9005733	9011911	+
evm.TU.Herato0101.271	Herato0101	9013738	9023362	-
evm.TU.Herato0101.272	Herato0101	9023789	9024523	+
evm.TU.Herato0101.273	Herato0101	9029105	9061158	+
evm.TU.Herato0101.274	Herato0101	9061729	9063338	+
evm.TU.Herato0101.275	Herato0101	9065267	9071233	-
evm.TU.Herato0101.276	Herato0101	9071779	9077846	+
evm.TU.Herato0101.277	Herato0101	9083249	9091393	-
evm.TU.Herato0101.278	Herato0101	9092385	9104258	+
evm.TU.Herato0101.279	Herato0101	9136153	9150131	-
evm.TU.Herato0101.280	Herato0101	9166202	9167307	+
evm.TU.Herato0101.281	Herato0101	9201369	9202103	+
evm.TU.Herato0101.282	Herato0101	9314478	9329128	-
evm.TU.Herato0101.283	Herato0101	9337638	9351802	-
evm.TU.Herato0101.284	Herato0101	9376905	9425023	+
evm.TU.Herato0101.285	Herato0101	9552491	9558689	+
evm.TU.Herato0101.286	Herato0101	9700813	9702781	-
evm.TU.Herato0101.287	Herato0101	9755688	9756170	-
evm.TU.Herato0101.288	Herato0101	9904098	10056020	+
evm.TU.Herato0101.289	Herato0101	9978031	9983221	+
evm.TU.Herato0101.290	Herato0101	10061802	10065251	-
evm.TU.Herato0101.291	Herato0101	10084721	10139120	-
evm.TU.Herato0101.292	Herato0101	10139390	10142314	+
evm.TU.Herato0101.293	Herato0101	10149187	10150020	+
evm.TU.Herato0101.294	Herato0101	10150706	10167013	-
evm.TU.Herato0101.295	Herato0101	10167444	10181525	+
evm.TU.Herato0101.296	Herato0101	10190530	10191206	+
evm.TU.Herato0101.297	Herato0101	10244762	10247551	-
evm.TU.Herato0101.298	Herato0101	10260254	10297391	+
evm.TU.Herato0101.299	Herato0101	10302046	10345285	+
evm.TU.Herato0101.300	Herato0101	10350773	10355010	-
evm.TU.Herato0101.301	Herato0101	10417170	10443997	+
evm.TU.Herato0101.302	Herato0101	10454338	10455132	+
evm.TU.Herato0101.303	Herato0101	10467466	10470401	+
evm.TU.Herato0101.304	Herato0101	10480210	10480942	-
evm.TU.Herato0101.305	Herato0101	10483752	10487835	+
evm.TU.Herato0101.306	Herato0101	10492183	10496204	-
evm.TU.Herato0101.307	Herato0101	10613663	10621190	+
evm.TU.Herato0101.308	Herato0101	10767315	10818265	+
evm.TU.Herato0101.309	Herato0101	10818327	10822656	+
evm.TU.Herato0101.310	Herato0101	10847062	10862835	-
evm.TU.Herato0101.311	Herato0101	10867452	10881175	-
evm.TU.Herato0101.312	Herato0101	10928258	10979252	+
evm.TU.Herato0101.313	Herato0101	10984421	10985983	-
evm.TU.Herato0101.314	Herato0101	10986377	10992398	+
evm.TU.Herato0101.315	Herato0101	10992878	11017137	+
evm.TU.Herato0101.316	Herato0101	11026276	11039575	-
evm.TU.Herato0101.317	Herato0101	11056685	11062442	+
evm.TU.Herato0101.318	Herato0101	11164101	11184812	-
evm.TU.Herato0101.319	Herato0101	11190324	11213631	-
evm.TU.Herato0101.320	Herato0101	11214553	11217346	-
evm.TU.Herato0101.321	Herato0101	11217858	11232487	+
evm.TU.Herato0101.322	Herato0101	11237221	11247053	-
evm.TU.Herato0101.323	Herato0101	11250157	11266835	-
evm.TU.Herato0101.324	Herato0101	11267483	11272488	-
evm.TU.Herato0101.325	Herato0101	11279937	11301409	+
evm.TU.Herato0101.326	Herato0101	11300863	11305829	-
evm.TU.Herato0101.327	Herato0101	11305461	11315612	+
evm.TU.Herato0101.328	Herato0101	11326034	11341988	-
evm.TU.Herato0101.329	Herato0101	11371603	11373930	+
evm.TU.Herato0101.330	Herato0101	11376702	11382815	-
evm.TU.Herato0101.331	Herato0101	11383080	11387780	+
evm.TU.Herato0101.332	Herato0101	11388894	11431913	-
evm.TU.Herato0101.333	Herato0101	11434742	11447413	+
evm.TU.Herato0101.334	Herato0101	11447600	11450483	-
evm.TU.Herato0101.335	Herato0101	11472288	11473440	+
evm.TU.Herato0101.336	Herato0101	11474205	11483553	-
evm.TU.Herato0101.337	Herato0101	11484555	11485915	+
evm.TU.Herato0101.338	Herato0101	11488613	11496414	-
evm.TU.Herato0101.339	Herato0101	11498319	11499833	+
evm.TU.Herato0101.340	Herato0101	11499723	11501424	-
evm.TU.Herato0101.341	Herato0101	11501231	11504101	+
evm.TU.Herato0101.342	Herato0101	11504092	11508027	-
evm.TU.Herato0101.343	Herato0101	11512138	11512565	+
evm.TU.Herato0101.344	Herato0101	11513665	11522542	-
evm.TU.Herato0101.345	Herato0101	11522625	11533743	+
evm.TU.Herato0101.346	Herato0101	11534265	11536750	-
evm.TU.Herato0101.347	Herato0101	11538833	11540107	+
evm.TU.Herato0101.348	Herato0101	11541131	11548161	-
evm.TU.Herato0101.349	Herato0101	11548859	11553198	+
evm.TU.Herato0101.350	Herato0101	11554157	11561407	-
evm.TU.Herato0101.351	Herato0101	11564532	11565978	+
evm.TU.Herato0101.352	Herato0101	11569363	11598718	+
evm.TU.Herato0101.353	Herato0101	11579155	11582759	+
evm.TU.Herato0101.354	Herato0101	11613567	11616096	+
evm.TU.Herato0101.355	Herato0101	11617030	11666410	+
evm.TU.Herato0101.356	Herato0101	11664181	11664546	+
evm.TU.Herato0101.357	Herato0101	11678277	11679793	+
evm.TU.Herato0101.358	Herato0101	11680294	11694608	-
evm.TU.Herato0101.359	Herato0101	11694838	11701244	+
evm.TU.Herato0101.360	Herato0101	11704124	11713186	-
evm.TU.Herato0101.361	Herato0101	11713658	11724671	+
novel_gene_5	Herato0101	11714127	11717141	+
evm.TU.Herato0101.362	Herato0101	11724637	11726939	+
evm.TU.Herato0101.363	Herato0101	11729739	11734250	-
evm.TU.Herato0101.364	Herato0101	11734974	11738939	+
evm.TU.Herato0101.365	Herato0101	11740765	11784807	-
evm.TU.Herato0101.366	Herato0101	11785270	11796227	+
evm.TU.Herato0101.367	Herato0101	11799706	11804573	-
evm.TU.Herato0101.368	Herato0101	11818934	11828802	+
evm.TU.Herato0101.369	Herato0101	11839420	11840487	-
evm.TU.Herato0101.370	Herato0101	11844015	11846109	+
evm.TU.Herato0101.371	Herato0101	11846668	11849385	-
evm.TU.Herato0101.372	Herato0101	11850135	11856065	+
evm.TU.Herato0101.373	Herato0101	11856193	11858117	-
evm.TU.Herato0101.374	Herato0101	11860740	11869694	-
evm.TU.Herato0101.375	Herato0101	11872570	11875545	+
evm.TU.Herato0101.376	Herato0101	11876256	11881465	+
evm.TU.Herato0101.377	Herato0101	11883569	11899660	-
evm.TU.Herato0101.378	Herato0101	11911919	11913498	+
evm.TU.Herato0101.379	Herato0101	11920532	11923304	-
evm.TU.Herato0101.380	Herato0101	11928759	11968265	+
evm.TU.Herato0101.381	Herato0101	12052444	12053974	+
evm.TU.Herato0101.382	Herato0101	12055250	12055978	-
evm.TU.Herato0101.383	Herato0101	12058740	12059918	+
evm.TU.Herato0101.384	Herato0101	12059994	12061552	-
evm.TU.Herato0101.385	Herato0101	12063558	12070813	+
evm.TU.Herato0101.386	Herato0101	12072547	12075826	-
evm.TU.Herato0101.387	Herato0101	12094561	12096821	-
evm.TU.Herato0101.388	Herato0101	12096601	12106890	-
evm.TU.Herato0101.389	Herato0101	12123927	12126107	-
evm.TU.Herato0101.390	Herato0101	12153253	12154363	+
evm.TU.Herato0101.391	Herato0101	12155091	12172820	-
evm.TU.Herato0101.392	Herato0101	12200752	12211696	+
evm.TU.Herato0101.393	Herato0101	12214049	12224420	-
evm.TU.Herato0101.394	Herato0101	12229421	12248235	-
evm.TU.Herato0101.395	Herato0101	12250523	12294908	-
evm.TU.Herato0101.396	Herato0101	12278304	12288682	+
evm.TU.Herato0101.397	Herato0101	12290952	12293365	+
evm.TU.Herato0101.398	Herato0101	12296206	12300320	-
evm.TU.Herato0101.399	Herato0101	12300511	12302046	+
evm.TU.Herato0101.400	Herato0101	12304745	12307619	-
evm.TU.Herato0101.401_evm.TU.Herato0101.403	Herato0101	12308203	12327485	+
evm.TU.Herato0101.402	Herato0101	12310708	12314246	-
evm.TU.Herato0101.408	Herato0101	12330345	12396520	+
evm.TU.Herato0101.404	Herato0101	12339578	12342671	-
evm.TU.Herato0101.405	Herato0101	12344746	12348408	-
evm.TU.Herato0101.406	Herato0101	12349513	12372310	-
evm.TU.Herato0101.407	Herato0101	12373421	12387948	-
evm.TU.Herato0101.409	Herato0101	12399185	12407549	+
evm.TU.Herato0101.410	Herato0101	12408214	12415464	-
evm.TU.Herato0101.411	Herato0101	12416621	12431906	+
evm.TU.Herato0101.412	Herato0101	12436314	12452259	-
evm.TU.Herato0101.413	Herato0101	12453985	12454563	+
evm.TU.Herato0101.414	Herato0101	12454611	12457966	-
evm.TU.Herato0101.415	Herato0101	12458065	12518626	+
evm.TU.Herato0101.416	Herato0101	12586559	12594977	-
evm.TU.Herato0101.417	Herato0101	12596357	12603656	+
evm.TU.Herato0101.418	Herato0101	12608677	12617444	-
evm.TU.Herato0101.419	Herato0101	12621020	12626229	+
evm.TU.Herato0101.420	Herato0101	12628153	12633173	-
evm.TU.Herato0101.421	Herato0101	12634124	12635966	+
evm.TU.Herato0101.422	Herato0101	12636247	12640398	-
evm.TU.Herato0101.423	Herato0101	12641174	12656615	+
evm.TU.Herato0101.424	Herato0101	12657268	12667241	-
evm.TU.Herato0101.425	Herato0101	12669538	12670931	+
evm.TU.Herato0101.426	Herato0101	12673280	12679826	-
evm.TU.Herato0101.427	Herato0101	12699284	12705950	-
evm.TU.Herato0101.428	Herato0101	12707148	12708191	+
evm.TU.Herato0101.429	Herato0101	12708214	12710082	-
evm.TU.Herato0101.430	Herato0101	12711153	12716270	+
evm.TU.Herato0101.431	Herato0101	12727868	12737803	+
evm.TU.Herato0101.432	Herato0101	12739355	12740644	-
evm.TU.Herato0101.433	Herato0101	12757151	12816229	+
evm.TU.Herato0101.434	Herato0101	12770854	12771807	+
evm.TU.Herato0101.435	Herato0101	12837303	12867880	-
evm.TU.Herato0101.436	Herato0101	12893936	12898007	+
evm.TU.Herato0101.437	Herato0101	12935420	12937391	-
evm.TU.Herato0101.438	Herato0101	12943817	12947611	-
evm.TU.Herato0101.439	Herato0101	12952900	12984803	-
evm.TU.Herato0101.440	Herato0101	12992911	12994396	+
evm.TU.Herato0101.441	Herato0101	12995671	12996789	-
evm.TU.Herato0101.442	Herato0101	12997864	13002272	+
evm.TU.Herato0101.443	Herato0101	13005600	13015899	+
evm.TU.Herato0101.444	Herato0101	13031039	13042650	+
evm.TU.Herato0101.445	Herato0101	13046214	13047831	-
evm.TU.Herato0101.446	Herato0101	13049949	13062528	-
evm.TU.Herato0101.447	Herato0101	13073881	13076014	+
evm.TU.Herato0101.448	Herato0101	13077568	13078838	-
evm.TU.Herato0101.449	Herato0101	13079903	13080751	+
evm.TU.Herato0101.450_evm.TU.Herato0101.452	Herato0101	13081842	13094527	-
evm.TU.Herato0101.451_evm.TU.Herato0101.453	Herato0101	13087530	13100482	+
evm.TU.Herato0101.454	Herato0101	13104384	13116719	-
evm.TU.Herato0101.456	Herato0101	13140603	13256653	+
evm.TU.Herato0101.455	Herato0101	13177166	13183637	-
novel_gene_4	Herato0101	13244046	13244805	+
evm.TU.Herato0101.457	Herato0101	13257348	13260700	-
evm.TU.Herato0101.458	Herato0101	13261716	13266502	+
evm.TU.Herato0101.459	Herato0101	13267147	13286189	-
evm.TU.Herato0101.460	Herato0101	13270066	13333846	+
novel_gene_8	Herato0101	13361018	13371126	+
evm.TU.Herato0101.461	Herato0101	13380347	13381171	-
evm.TU.Herato0101.462	Herato0101	13382039	13386608	-
evm.TU.Herato0101.463	Herato0101	13389717	13391003	+
evm.TU.Herato0101.464	Herato0101	13392913	13393898	-
evm.TU.Herato0101.465	Herato0101	13394815	13399110	-
